"UF","COD_MUN_TSE","NOME_MUNICIPIO","DESCRICAO_CARGO","NUM_ZONA","QTDE_VOTOS"
"BA","37176","Marcionílio Souza","GOVERNADOR","193","5230"
"BA","37192","Mascote","GOVERNADOR","133","6711"
"BA","37214","Mata de São João","GOVERNADOR","185","24465"
"BA","37222","Matina","GOVERNADOR","113","6132"
"BA","37230","Medeiros Neto","GOVERNADOR","153","12901"
"BA","37257","Miguel Calmon","GOVERNADOR","103","15531"
"BA","37273","Milagres","GOVERNADOR","193","6745"
"BA","37290","Mirangaba","GOVERNADOR","167","8044"
"BA","37303","Mirante","GOVERNADOR","59","5053"
"BA","37311","Monte Santo","GOVERNADOR","50","28186"
"BA","37338","Morpará","GOVERNADOR","173","5097"
"BA","37354","Morro do Chapéu","GOVERNADOR","55","17228"
"BA","37370","Mortugaba","GOVERNADOR","92","6323"
"BA","37397","Mucugê","GOVERNADOR","119","6383"
"BA","37419","Mucuri","GOVERNADOR","35","16879"
"BA","37427","Mulungu do Morro","GOVERNADOR","55","5950"
"BA","37435","Mundo Novo","GOVERNADOR","54","10893"
"BA","37451","Muniz Ferreira","GOVERNADOR","30","5405"
"BA","37460","Muquém de São Francisco","GOVERNADOR","173","5717"
"BA","37478","Muritiba","GOVERNADOR","131","16407"
"BA","37494","Mutuípe","GOVERNADOR","109","12845"
"BA","37516","Nazaré","GOVERNADOR","30","16137"
"BA","37532","Nilo Peçanha","GOVERNADOR","32","6057"
"BA","37559","Nova Canaã","GOVERNADOR","146","7999"
"BA","37567","Nova Fátima","GOVERNADOR","191","5139"
"BA","37575","Nova Itarana","GOVERNADOR","36","4009"
"BA","37583","Nova Redenção","GOVERNADOR","119","4365"
"BA","37591","Nova Soure","GOVERNADOR","79","13206"
"BA","37613","Nova Viçosa","GOVERNADOR","35","18310"
"BA","37621","Novo Triunfo","GOVERNADOR","82","5287"
"BA","37630","Olindina","GOVERNADOR","81","13675"
"BA","37656","Oliveira dos Brejinhos","GOVERNADOR","94","11606"
"BA","37672","Ouriçangas","GOVERNADOR","74","5052"
"BA","37680","Ourolândia","GOVERNADOR","167","8624"
"BA","37699","Palmas de Monte Alto","GOVERNADOR","175","11992"
"BA","37710","Palmeiras","GOVERNADOR","89","4524"
"BA","37737","Paramirim","GOVERNADOR","111","11144"
"BA","37753","Paratinga","GOVERNADOR","173","15756"
"BA","37770","Paripiranga","GOVERNADOR","52","16063"
"BA","37796","Pau Brasil","GOVERNADOR","133","5449"
"BA","37818","Paulo Afonso","GOVERNADOR","84","54751"
"BA","37834","Pedrão","GOVERNADOR","74","4341"
"BA","37850","Pedro Alexandre","GOVERNADOR","51","6479"
"BA","37877","Piatã","GOVERNADOR","105","10216"
"BA","37893","Pilão Arcado","GOVERNADOR","195","16375"
"BA","37915","Pindaí","GOVERNADOR","117","8580"
"BA","37931","Pindobaçu","GOVERNADOR","181","10917"
"BA","37940","Piraí do Norte","GOVERNADOR","32","4319"
"BA","37958","Piripá","GOVERNADOR","60","5409"
"BA","37974","Piritiba","GOVERNADOR","54","9737"
"BA","37990","Planaltino","GOVERNADOR","37","4538"
"BA","38016","Planalto","GOVERNADOR","139","12691"
"BA","38032","Poções","GOVERNADOR","59","21973"
"BA","38059","Pojuca","GOVERNADOR","200","20134"
"BA","38067","Ponto Novo","GOVERNADOR","115","8172"
"BA","38075","Porto Seguro","GOVERNADOR","122","52904"
"BA","38091","Potiraguá","GOVERNADOR","91","5749"
"BA","38113","Prado","GOVERNADOR","112","13243"
"BA","38130","Presidente Dutra","GOVERNADOR","159","8199"
"BA","38156","Presidente Jânio Quadros","GOVERNADOR","60","6527"
"BA","38164","Presidente Tancredo Neves","GOVERNADOR","31","13621"
"BA","38172","Queimadas","GOVERNADOR","106","13591"
"BA","38199","Quijingue","GOVERNADOR","102","14343"
"BA","38210","Remanso","GOVERNADOR","67","20641"
"BA","38237","Retirolândia","GOVERNADOR","120","8270"
"BA","38253","Riachão das Neves","GOVERNADOR","182","12485"
"BA","38270","Riachão do Jacuípe","GOVERNADOR","114","19450"
"BA","38296","Riacho de Santana","GOVERNADOR","113","16307"
"BA","38318","Ribeira do Amparo","GOVERNADOR","79","7818"
"BA","38334","Ribeira do Pombal","GOVERNADOR","110","26665"
"BA","38342","Ribeirão do Largo","GOVERNADOR","152","6101"
"BA","38350","Rio de Contas","GOVERNADOR","101","8534"
"BA","38377","Rio do Antônio","GOVERNADOR","93","7477"
"BA","38393","Rio do Pires","GOVERNADOR","111","6432"
"BA","38415","Rio Real","GOVERNADOR","49","19777"
"BA","38431","Rodelas","GOVERNADOR","158","4438"
"BA","38458","Ruy Barbosa","GOVERNADOR","87","16192"
"BA","38474","Salinas da Margarida","GOVERNADOR","30","7408"
"BA","38490","Salvador","GOVERNADOR","1","55806"
"BA","38490","Salvador","GOVERNADOR","10","99890"
"BA","38490","Salvador","GOVERNADOR","11","61642"
"BA","38490","Salvador","GOVERNADOR","12","63736"
"BA","38490","Salvador","GOVERNADOR","13","71843"
"BA","38490","Salvador","GOVERNADOR","14","77895"
"BA","38490","Salvador","GOVERNADOR","15","74999"
"BA","38490","Salvador","GOVERNADOR","16","99200"
"BA","38490","Salvador","GOVERNADOR","17","85604"
"BA","38490","Salvador","GOVERNADOR","18","70190"
"BA","38490","Salvador","GOVERNADOR","19","100346"
"BA","38490","Salvador","GOVERNADOR","2","65061"
"BA","38490","Salvador","GOVERNADOR","20","69355"
"BA","38490","Salvador","GOVERNADOR","3","59686"
"BA","38490","Salvador","GOVERNADOR","4","81314"
"BA","38490","Salvador","GOVERNADOR","5","69920"
"BA","38490","Salvador","GOVERNADOR","6","67328"
"BA","38490","Salvador","GOVERNADOR","7","57369"
"BA","38490","Salvador","GOVERNADOR","8","109622"
"BA","38490","Salvador","GOVERNADOR","9","65669"
"BA","38512","Santa Bárbara","GOVERNADOR","160","12616"
"BA","38539","Santa Brígida","GOVERNADOR","84","8049"
"BA","38555","Santa Cruz Cabrália","GOVERNADOR","122","11012"
"BA","38571","Santa Cruz da Vitória","GOVERNADOR","29","2842"
"BA","38598","Santa Inês","GOVERNADOR","75","5605"
"BA","38610","Santaluz","GOVERNADOR","145","20425"
"BA","38636","Santa Maria da Vitória","GOVERNADOR","72","20400"
"BA","38652","Santana","GOVERNADOR","99","14612"
"BA","38679","Santanópolis","GOVERNADOR","74","6179"
"BA","38695","Santa Teresinha","GOVERNADOR","107","5829"
"BA","38717","Santo Amaro","GOVERNADOR","178","33916"
"BA","38733","Santo Antônio de Jesus","GOVERNADOR","56","49272"
"BA","38750","Santo Estêvão","GOVERNADOR","143","24531"
"BA","38776","São Desidério","GOVERNADOR","100","14388"
"BA","38792","São Félix","GOVERNADOR","118","7724"
"BA","38806","São Domingos","GOVERNADOR","120","5416"
"BA","38814","São Felipe","GOVERNADOR","184","12016"
"BA","38822","São Félix do Coribe","GOVERNADOR","72","7411"
"BA","38830","São Francisco do Conde","GOVERNADOR","162","21819"
"BA","38857","São Gonçalo dos Campos","GOVERNADOR","108","18489"
"BA","38865","São José do Jacuípe","GOVERNADOR","191","5475"
"BA","38873","São Miguel das Matas","GOVERNADOR","36","6591"
"BA","38890","São Sebastião do Passé","GOVERNADOR","128","24438"
"BA","38911","Sapeaçu","GOVERNADOR","184","10503"
"BA","38938","Sátiro Dias","GOVERNADOR","44","8728"
"BA","38946","Saubara","GOVERNADOR","178","7592"
"BA","38954","Saúde","GOVERNADOR","115","6655"
"BA","38970","Seabra","GOVERNADOR","88","21442"
"BA","38997","Sebastião Laranjeiras","GOVERNADOR","175","4801"
"BA","39012","Senhor do Bonfim","GOVERNADOR","45","37659"
"BA","39039","Sento Sé","GOVERNADOR","96","19141"
"BA","39047","Serra do Ramalho","GOVERNADOR","71","15417"
"BA","39055","Serra Dourada","GOVERNADOR","190","10666"
"BA","39071","Serra Preta","GOVERNADOR","194","11904"
"BA","39098","Serrinha","GOVERNADOR","150","41060"
"BA","39110","Serrolândia","GOVERNADOR","167","6919"
"BA","39136","Simões Filho","GOVERNADOR","33","60070"
"BA","39144","Sítio do Mato","GOVERNADOR","71","6387"
"BA","39152","Souto Soares","GOVERNADOR","174","8070"
"BA","39179","Tabocas do Brejo Velho","GOVERNADOR","190","6851"
"BA","39195","Tanhaçu","GOVERNADOR","196","12671"
"BA","39217","Tanquinho","GOVERNADOR","156","4827"
"BA","39233","Taperoá","GOVERNADOR","32","8884"
"BA","39250","Tapiramutá","GOVERNADOR","54","7311"
"BA","39276","Teodoro Sampaio","GOVERNADOR","192","4862"
"BA","39292","Teofilândia","GOVERNADOR","123","11507"
"BA","39314","Teolândia","GOVERNADOR","151","7497"
"BA","39330","Terra Nova","GOVERNADOR","192","7401"
"BA","39357","Tremedal","GOVERNADOR","177","9841"
"BA","39373","Tucano","GOVERNADOR","80","25969"
"BA","39390","Uauá","GOVERNADOR","83","14865"
"BA","39411","Ubaíra","GOVERNADOR","38","10957"
"BA","39438","Ubaitaba","GOVERNADOR","73","11195"
"BA","39454","Ubatã","GOVERNADOR","134","9097"
"BA","39470","Uibaí","GOVERNADOR","159","7760"
"BA","39489","Umburanas","GOVERNADOR","167","6959"
"BA","39497","Una","GOVERNADOR","116","12062"
"BA","39519","Urandi","GOVERNADOR","117","8415"
"BA","39535","Uruçuca","GOVERNADOR","198","12437"
"BA","39551","Utinga","GOVERNADOR","69","9059"
"BA","39578","Valença","GOVERNADOR","31","44223"
"BA","39594","Valente","GOVERNADOR","120","13991"
"BA","39616","Várzea do Poço","GOVERNADOR","86","5110"
"BA","39624","Varzedo","GOVERNADOR","56","5473"
"BA","39632","Vera Cruz","GOVERNADOR","141","20991"
"BA","39640","Vereda","GOVERNADOR","148","4120"
"BA","39659","Vitória da Conquista","GOVERNADOR","39","54575"
"BA","39659","Vitória da Conquista","GOVERNADOR","40","54260"
"BA","39659","Vitória da Conquista","GOVERNADOR","41","51140"
"BA","39675","Wagner","GOVERNADOR","69","4723"
"BA","39691","Wenceslau Guimarães","GOVERNADOR","151","10302"
"BA","39713","Xique-Xique","GOVERNADOR","68","24091"
"BA","39730","Lapão","GOVERNADOR","104","14806"
"BA","39748","Madre de Deus","GOVERNADOR","162","10706"
"BA","39756","Maetinga","GOVERNADOR","60","3859"
"BA","39772","Mansidão","GOVERNADOR","97","5658"
"BA","39799","Nordestina","GOVERNADOR","106","6539"
"BA","39810","Pé de Serra","GOVERNADOR","114","7744"
"BA","39837","Pintadas","GOVERNADOR","62","5720"
"BA","39845","Quixabeira","GOVERNADOR","191","5410"
"BA","39853","Rafael Jambeiro","GOVERNADOR","43","11661"
"BA","39870","Santa Luzia","GOVERNADOR","133","6122"
"BA","39896","São Gabriel","GOVERNADOR","95","11067"
"BA","39900","Sítio do Quinto","GOVERNADOR","51","6727"
"BA","39918","Tanque Novo","GOVERNADOR","111","8529"
"BA","39926","São José da Vitória","GOVERNADOR","166","3707"
"BA","39934","Teixeira de Freitas","GOVERNADOR","183","65770"
"BA","39942","Novo Horizonte","GOVERNADOR","121","5861"
"BA","39950","Várzea Nova","GOVERNADOR","55","6298"
"BA","39969","Nova Ibiá","GOVERNADOR","151","3996"
"BA","39977","Várzea da Roça","GOVERNADOR","86","7290"
"BA","39985","Sobradinho","GOVERNADOR","66","12389"
"BA","39993","Wanderley","GOVERNADOR","98","7198"
"CE","13005","Jijoca de Jericoacoara","GOVERNADOR","30","8504"
"CE","13013","Abaiara","GOVERNADOR","26","4932"
"CE","13021","Madalena","GOVERNADOR","63","9650"
"CE","13030","Acaraú","GOVERNADOR","30","27578"
"CE","13048","Pires Ferreira","GOVERNADOR","21","5043"
"CE","13056","Acopiara","GOVERNADOR","60","28414"
"CE","13064","Graça","GOVERNADOR","87","7757"
"CE","13072","Aiuaba","GOVERNADOR","101","8194"
"CE","13080","Tururu","GOVERNADOR","23","9925"
"CE","13099","Alcântaras","GOVERNADOR","24","6177"
"CE","13102","Quiterianópolis","GOVERNADOR","99","11127"
"CE","13110","Altaneira","GOVERNADOR","53","4347"
"CE","13129","Barreira","GOVERNADOR","52","13284"
"CE","13137","Alto Santo","GOVERNADOR","86","9203"
"CE","13145","Acarape","GOVERNADOR","52","8564"
"CE","13153","Antonina do Norte","GOVERNADOR","18","4351"
"CE","13161","Chorozinho","GOVERNADOR","49","12831"
"CE","13170","Apuiarés","GOVERNADOR","50","8936"
"CE","13188","Horizonte","GOVERNADOR","49","33413"
"CE","13196","Aquiraz","GOVERNADOR","66","35910"
"CE","13200","Ererê","GOVERNADOR","95","3744"
"CE","13218","Aracati","GOVERNADOR","8","40933"
"CE","13226","Eusébio","GOVERNADOR","66","22943"
"CE","13234","Aracoiaba","GOVERNADOR","67","17772"
"CE","13242","Guaiúba","GOVERNADOR","57","14218"
"CE","13250","Araripe","GOVERNADOR","68","11881"
"CE","13269","Potiretama","GOVERNADOR","86","4126"
"CE","13277","Aratuba","GOVERNADOR","89","7678"
"CE","13285","Pindoretama","GOVERNADOR","7","12399"
"CE","13293","Arneiroz","GOVERNADOR","101","4834"
"CE","13307","Ocara","GOVERNADOR","67","16635"
"CE","13315","Assaré","GOVERNADOR","18","12638"
"CE","13323","Tejuçuoca","GOVERNADOR","41","10845"
"CE","13331","Aurora","GOVERNADOR","69","15287"
"CE","13340","Ipaporanga","GOVERNADOR","20","6664"
"CE","13358","Baixio","GOVERNADOR","58","3783"
"CE","13366","Tarrafas","GOVERNADOR","18","5178"
"CE","13374","Barbalha","GOVERNADOR","31","30698"
"CE","13382","Banabuiú","GOVERNADOR","6","10222"
"CE","13390","Barro","GOVERNADOR","92","12106"
"CE","13404","Barroquinha","GOVERNADOR","108","8878"
"CE","13412","Baturité","GOVERNADOR","5","20332"
"CE","13420","Ararendá","GOVERNADOR","48","6225"
"CE","13439","Beberibe","GOVERNADOR","84","30526"
"CE","13447","Catunda","GOVERNADOR","54","5926"
"CE","13455","Bela Cruz","GOVERNADOR","96","15525"
"CE","13463","Choró","GOVERNADOR","6","8064"
"CE","13471","Boa Viagem","GOVERNADOR","63","28763"
"CE","13480","Itaitinga","GOVERNADOR","57","20506"
"CE","13498","Brejo Santo","GOVERNADOR","70","25577"
"CE","13501","Fortim","GOVERNADOR","8","9675"
"CE","13510","Camocim","GOVERNADOR","32","33934"
"CE","13536","Campos Sales","GOVERNADOR","38","14636"
"CE","13552","Canindé","GOVERNADOR","33","39814"
"CE","13579","Capistrano","GOVERNADOR","105","11178"
"CE","13595","Caridade","GOVERNADOR","33","11373"
"CE","13617","Cariré","GOVERNADOR","65","11454"
"CE","13633","Caririaçu","GOVERNADOR","71","15468"
"CE","13650","Cariús","GOVERNADOR","103","11314"
"CE","13676","Carnaubal","GOVERNADOR","22","8244"
"CE","13692","Cascavel","GOVERNADOR","7","39212"
"CE","13714","Catarina","GOVERNADOR","60","6083"
"CE","13730","Caucaia","GOVERNADOR","120","74015"
"CE","13730","Caucaia","GOVERNADOR","37","77383"
"CE","13757","Cedro","GOVERNADOR","34","15772"
"CE","13773","Chaval","GOVERNADOR","108","7691"
"CE","13811","Coreaú","GOVERNADOR","64","13356"
"CE","13838","Crateús","GOVERNADOR","20","40660"
"CE","13854","Crato","GOVERNADOR","27","66068"
"CE","13870","Farias Brito","GOVERNADOR","78","12498"
"CE","13897","Fortaleza","GOVERNADOR","1","101502"
"CE","13897","Fortaleza","GOVERNADOR","112","105603"
"CE","13897","Fortaleza","GOVERNADOR","113","89089"
"CE","13897","Fortaleza","GOVERNADOR","114","98983"
"CE","13897","Fortaleza","GOVERNADOR","115","92361"
"CE","13897","Fortaleza","GOVERNADOR","116","105340"
"CE","13897","Fortaleza","GOVERNADOR","117","114806"
"CE","13897","Fortaleza","GOVERNADOR","118","127624"
"CE","13897","Fortaleza","GOVERNADOR","2","109737"
"CE","13897","Fortaleza","GOVERNADOR","3","78800"
"CE","13897","Fortaleza","GOVERNADOR","82","97909"
"CE","13897","Fortaleza","GOVERNADOR","83","95698"
"CE","13897","Fortaleza","GOVERNADOR","94","94065"
"CE","13919","Frecheirinha","GOVERNADOR","111","7456"
"CE","13935","General Sampaio","GOVERNADOR","50","4716"
"CE","13951","Granja","GOVERNADOR","25","27412"
"CE","13978","Granjeiro","GOVERNADOR","62","3514"
"CE","13994","Groaíras","GOVERNADOR","100","6367"
"CE","14010","Guaraciaba do Norte","GOVERNADOR","74","19977"
"CE","14036","Guaramiranga","GOVERNADOR","77","4091"
"CE","14052","Hidrolândia","GOVERNADOR","54","11045"
"CE","14060","Ibaretama","GOVERNADOR","6","8650"
"CE","14079","Ibiapina","GOVERNADOR","73","11990"
"CE","14095","Icó","GOVERNADOR","15","35756"
"CE","14117","Iguatu","GOVERNADOR","13","52802"
"CE","14133","Independência","GOVERNADOR","39","15493"
"CE","14150","Ipaumirim","GOVERNADOR","58","6759"
"CE","14176","Ipu","GOVERNADOR","21","21893"
"CE","14192","Ipueiras","GOVERNADOR","40","20922"
"CE","14214","Iracema","GOVERNADOR","95","8262"
"CE","14230","Irauçuba","GOVERNADOR","41","13163"
"CE","14257","Itaiçaba","GOVERNADOR","75","5032"
"CE","14273","Itapajé","GOVERNADOR","41","28773"
"CE","14290","Itapipoca","GOVERNADOR","123","14499"
"CE","14290","Itapipoca","GOVERNADOR","17","47692"
"CE","14311","Itapiúna","GOVERNADOR","98","12037"
"CE","14338","Itatira","GOVERNADOR","33","11197"
"CE","14354","Jaguaretama","GOVERNADOR","72","11352"
"CE","14370","Jaguaribara","GOVERNADOR","72","6304"
"CE","14397","Jaguaribe","GOVERNADOR","10","20875"
"CE","14419","Jaguaruana","GOVERNADOR","75","20447"
"CE","14435","Jardim","GOVERNADOR","42","15333"
"CE","14451","Jati","GOVERNADOR","102","4911"
"CE","14478","Juazeiro do Norte","GOVERNADOR","119","59383"
"CE","14478","Juazeiro do Norte","GOVERNADOR","28","63931"
"CE","14494","Jucás","GOVERNADOR","43","13013"
"CE","14516","Lavras da Mangabeira","GOVERNADOR","14","17328"
"CE","14532","Limoeiro do Norte","GOVERNADOR","29","34333"
"CE","14559","Maranguape","GOVERNADOR","4","57087"
"CE","14575","Marco","GOVERNADOR","88","15728"
"CE","14591","Martinópole","GOVERNADOR","25","6301"
"CE","14613","Massapê","GOVERNADOR","45","20192"
"CE","14630","Mauriti","GOVERNADOR","76","24403"
"CE","14656","Meruoca","GOVERNADOR","106","7979"
"CE","14672","Milagres","GOVERNADOR","26","16306"
"CE","14680","Miraíma","GOVERNADOR","123","8101"
"CE","14699","Missão Velha","GOVERNADOR","16","20195"
"CE","14710","Mombaça","GOVERNADOR","46","23380"
"CE","14737","Monsenhor Tabosa","GOVERNADOR","93","9736"
"CE","14753","Morada Nova","GOVERNADOR","47","42741"
"CE","14770","Moraújo","GOVERNADOR","64","5056"
"CE","14796","Morrinhos","GOVERNADOR","44","11468"
"CE","14818","Mucambo","GOVERNADOR","87","8249"
"CE","14834","Mulungu","GOVERNADOR","89","6131"
"CE","14850","Nova Olinda","GOVERNADOR","53","8458"
"CE","14877","Nova Russas","GOVERNADOR","48","16562"
"CE","14893","Novo Oriente","GOVERNADOR","99","14554"
"CE","14915","Orós","GOVERNADOR","85","13431"
"CE","14931","Pacajus","GOVERNADOR","49","34096"
"CE","14958","Pacatuba","GOVERNADOR","57","34052"
"CE","14974","Pacoti","GOVERNADOR","77","8058"
"CE","14990","Pacujá","GOVERNADOR","87","4172"
"CE","15016","Palhano","GOVERNADOR","9","6390"
"CE","15032","Palmácia","GOVERNADOR","4","6358"
"CE","15059","Paracuru","GOVERNADOR","109","19725"
"CE","15075","Parambu","GOVERNADOR","90","19915"
"CE","15091","Paramoti","GOVERNADOR","33","7661"
"CE","15113","Pedra Branca","GOVERNADOR","59","23231"
"CE","15130","Penaforte","GOVERNADOR","102","5024"
"CE","15156","Pentecoste","GOVERNADOR","50","23720"
"CE","15172","Pereiro","GOVERNADOR","51","9347"
"CE","15199","Piquet Carneiro","GOVERNADOR","12","8293"
"CE","15210","Poranga","GOVERNADOR","40","6483"
"CE","15237","Porteiras","GOVERNADOR","110","9698"
"CE","15253","Potengi","GOVERNADOR","68","5443"
"CE","15270","Quixadá","GOVERNADOR","6","42063"
"CE","15296","Quixeramobim","GOVERNADOR","11","40075"
"CE","15318","Quixeré","GOVERNADOR","9","12658"
"CE","15334","Redenção","GOVERNADOR","52","18092"
"CE","15350","Reriutaba","GOVERNADOR","79","10779"
"CE","15377","Russas","GOVERNADOR","9","39251"
"CE","15393","Saboeiro","GOVERNADOR","80","9268"
"CE","15415","Santana do Acaraú","GOVERNADOR","44","18871"
"CE","15431","Santana do Cariri","GOVERNADOR","53","9389"
"CE","15440","Salitre","GOVERNADOR","38","8664"
"CE","15458","Santa Quitéria","GOVERNADOR","54","24725"
"CE","15474","São Benedito","GOVERNADOR","22","24619"
"CE","15490","São Gonçalo do Amarante","GOVERNADOR","36","27509"
"CE","15512","São João do Jaguaribe","GOVERNADOR","29","5962"
"CE","15539","São Luís do Curu","GOVERNADOR","107","8942"
"CE","15555","Senador Pompeu","GOVERNADOR","12","15999"
"CE","15571","Senador Sá","GOVERNADOR","45","4114"
"CE","15598","Sobral","GOVERNADOR","121","43287"
"CE","15598","Sobral","GOVERNADOR","24","60665"
"CE","15610","Solonópole","GOVERNADOR","55","10414"
"CE","15636","Tabuleiro do Norte","GOVERNADOR","91","18573"
"CE","15652","Tamboril","GOVERNADOR","61","14961"
"CE","15679","Tauá","GOVERNADOR","19","32620"
"CE","15695","Tianguá","GOVERNADOR","81","36611"
"CE","15717","Trairi","GOVERNADOR","97","28975"
"CE","15733","Ubajara","GOVERNADOR","56","17620"
"CE","15750","Umari","GOVERNADOR","58","4662"
"CE","15776","Uruburetama","GOVERNADOR","23","13377"
"CE","15792","Uruoca","GOVERNADOR","25","8177"
"CE","15814","Várzea Alegre","GOVERNADOR","62","22815"
"CE","15830","Viçosa do Ceará","GOVERNADOR","35","31195"
"CE","15857","Maracanaú","GOVERNADOR","104","58005"
"CE","15857","Maracanaú","GOVERNADOR","122","57131"
"CE","15873","Amontada","GOVERNADOR","123","22378"
"CE","15881","Croatá","GOVERNADOR","74","9074"
